id,title,release_year,release_month,release_day_of_week,original_language,popularity,vote_average,vote_count,budget,revenue,budget_adj,revenue_adj,runtime,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_Thriller,genre_War,genre_Western,season,season_Dump_Months,season_Holiday_Season,season_Spring_Fall,season_Summer_Blockbuster,is_franchise,director_score,actor_score
346648,Paddington 2,2017,11,Thursday,en,4.9849,7.47,2705,40000000,290132513,52536390.33942559,381062873.8281617,104,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,1,443.4890169207514,329.5698017449293
406997,Wonder,2017,11,Monday,en,8.4112,8.109,8162,20000000,315025930,26268195.169712797,413758130.638014,113,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,0,46.8121379424593,0.0
141052,Justice League,2017,11,Wednesday,en,11.0946,6.071,13505,300000000,661326987,394022927.5456919,868593318.2757058,120,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Holiday_Season,0,1,0,0,0,513.128576372646,382.8885566711087
399404,Darkest Hour,2017,11,Wednesday,en,5.5956,7.355,5434,30000000,150847207,39402292.75456919,198124193.71410328,125,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,0,166.70792545920077,115.3584118360978
359940,"Three Billboards Outside Ebbing, Missouri",2017,12,Friday,en,5.9657,8.061,10704,15000000,162729321,19701146.377284598,213730278.19314212,115,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,0,48.98102413837357,451.24161652857384
399055,The Shape of Water,2017,12,Friday,en,8.225,7.237,12690,19500000,195300000,25611490.29046997,256508925.83224544,123,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Holiday_Season,0,1,0,0,0,248.1531678428812,0.0
389015,"I, Tonya",2017,12,Thursday,en,4.5762,7.469,6102,11000000,53900000,14447507.343342036,70792785.98237598,120,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,0,55.5056496446044,0.0
396371,Molly's Game,2017,12,Thursday,en,5.2306,7.15,3942,30000000,59284015,39402292.75456919,77864203.82320905,141,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,0,0.0,133.5953405060835
364689,Ferdinand,2017,12,Saturday,en,6.1958,7.218,3035,111000000,295038508,145788483.191906,387506455.5362435,108,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,0,939.2525738093151,0.0
353486,Jumanji: Welcome to the Jungle,2017,12,Saturday,en,6.9678,6.818,14284,90000000,995339117,118206878.26370758,1307288109.27028,119,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,1,186.1216491839236,252.33812660452546
181808,Star Wars: The Last Jedi,2017,12,Wednesday,en,11.9281,6.757,16101,300000000,1332698830,394022927.5456919,1750379648.4443946,152,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Holiday_Season,0,1,0,0,1,65.96358182705123,0.0
316029,The Greatest Showman,2017,12,Wednesday,en,10.2418,7.866,9909,84000000,459066134,110326419.71279374,602941940.1858763,105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,0,0.0,449.02049518617895
397567,Along with the Gods: The Two Worlds,2017,12,Wednesday,ko,3.8369,8.037,1165,18300000,125983972,24035398.580287207,165468578.23758158,139,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Holiday_Season,0,1,0,0,1,0.0,0.0
353616,Pitch Perfect 3,2017,12,Wednesday,en,5.2899,6.511,3425,45000000,185400345,59103439.13185379,243506622.34960428,93,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Holiday_Season,0,1,0,0,1,117.1787415947638,254.53797214022788
446354,The Post,2017,12,Friday,en,5.3498,7.002,4827,50000000,179769467,65670487.92428199,236110972.23556215,116,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,0,510.33994257859086,587.4744017161902
301337,Downsizing,2017,12,Friday,en,5.2687,5.397,4034,68000000,55003890,89311863.57702349,72242645.8806707,135,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Holiday_Season,0,1,0,0,0,38.28097502972651,386.1737497036999
384680,Hostiles,2017,12,Friday,en,4.3075,6.947,2457,55000000,36976336,72237536.71671018,48565080.535443865,134,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,Holiday_Season,0,1,0,0,0,135.7981482440247,513.8480100737409
400617,Phantom Thread,2017,12,Monday,en,4.8938,7.313,3718,35000000,47756590,45969341.54699739,62723971.33799771,130,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Holiday_Season,0,1,0,0,0,55.94748929707362,252.95815861089994
406563,Insidious: The Last Key,2018,1,Wednesday,en,4.3954,6.255,3087,10000000,172811971,12820948.83854293,221561343.88787648,103,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Dump_Months,1,0,0,0,1,0.0,0.0
336843,Maze Runner: The Death Cure,2018,1,Wednesday,en,9.766,7.086,8269,62000000,288175335,79489882.79896617,369468122.656497,143,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Dump_Months,1,0,0,0,1,448.9420097699652,328.71505177005514
399035,The Commuter,2018,1,Thursday,en,4.782,6.4,4580,30000000,119942387,38462846.51562879,153777520.72997168,104,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Dump_Months,1,0,0,0,0,180.11692751590434,281.6718426727369
337167,Fifty Shades Freed,2018,1,Wednesday,en,12.0794,6.678,8286,55000000,371985018,70515218.61198613,476920088.44824713,105,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Dump_Months,1,0,0,0,1,501.1260374460591,475.195615249903
449443,Den of Thieves,2018,1,Thursday,en,6.7823,6.855,3307,30000000,80509622,38462846.51562879,103220974.46724305,140,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Dump_Months,1,0,0,0,1,0.0,267.69340360270326
429351,12 Strong,2018,1,Thursday,en,4.6684,6.349,3140,35000000,67450815,44873320.93490026,86478344.82330242,130,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,Dump_Months,1,0,0,0,0,0.0,402.249733097071
420634,Terrifier,2018,1,Thursday,en,6.4138,6.326,2877,35000,421798,44873.32093490026,540785.0578199731,84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Dump_Months,1,0,0,0,1,0.0,0.0
417261,Forever My Girl,2018,1,Friday,en,4.0871,7.593,1351,3500000,16367326,4487332.093490026,20984464.92697535,108,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Dump_Months,1,0,0,0,0,0.0,0.0
459910,Braven,2018,2,Thursday,en,6.1867,6.184,1094,5000000,854319,6410474.419271465,1095318.019079516,94,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Dump_Months,1,0,0,0,0,0.0,90.91743227661276
467938,Revenge,2018,2,Wednesday,fr,4.3835,6.505,2030,2900000,938055,3718075.16317745,1202675.516273939,108,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Dump_Months,1,0,0,0,0,0.0,0.0
284054,Black Panther,2018,2,Tuesday,en,19.3147,7.362,23192,200000000,1349926083,256418976.77085865,1730733324.5957658,135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Dump_Months,1,0,0,0,1,235.80293734204722,0.0
401981,Red Sparrow,2018,2,Thursday,en,7.0138,6.533,6285,69000000,151572634,88464546.98594622,194330498.58371928,140,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Dump_Months,1,0,0,0,0,879.9645918179446,758.0782608480826
445571,Game Night,2018,2,Thursday,en,5.8198,6.847,6174,37000000,117501013,47437510.702608846,150647447.6149968,100,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Dump_Months,1,0,0,0,0,141.80775724947998,159.98672380270972
474392,Samson,2018,2,Friday,en,4.0319,5.7,245,3500000,4900000,4487332.093490026,6282264.930886037,110,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,0,0.0,0.0
449176,"Love, Simon",2018,2,Friday,en,3.9152,7.981,6202,17000000,66316289,21795613.025522985,85023774.84310274,110,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Dump_Months,1,0,0,0,0,0.0,0.0
300668,Annihilation,2018,2,Thursday,en,10.6535,6.438,9200,40000000,43070915,51283795.35417172,55220999.76442313,115,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Dump_Months,1,0,0,0,0,50.08016197741934,232.4634360895633
465136,Every Day,2018,2,Thursday,en,4.7813,7.245,2285,4900000,10400000,6282264.930886037,13333786.79208465,97,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Dump_Months,1,0,0,0,0,274.99722557867364,0.0
395990,Death Wish,2018,3,Thursday,en,6.7995,6.224,2739,30000000,34017028,38462846.51562879,43613057.56272824,107,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Spring_Fall,0,0,1,0,0,69.76540278703278,283.58194053908466
338970,Tomb Raider,2018,3,Monday,en,8.4406,6.369,8232,94000000,274650803,120516919.08230355,352128389.37277335,118,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Spring_Fall,0,0,1,0,0,17.624290505951052,0.0
407451,A Wrinkle in Time,2018,3,Thursday,en,4.565,5.061,1840,103000000,132675864,132055773.0369922,170103046.445348,109,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Spring_Fall,0,0,1,0,0,0.0,0.0
495193,Benji,2018,3,Friday,en,3.8059,6.9,317,6000000,585333,7692569.303125759,750452.444651085,87,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Spring_Fall,0,0,1,0,1,0.0,0.0
268896,Pacific Rim: Uprising,2018,3,Wednesday,en,7.8749,6.126,5234,150000000,290061297,192314232.578144,371886104.8878406,111,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Spring_Fall,0,0,1,0,1,0.0,0.0
399174,Isle of Dogs,2018,3,Friday,en,6.5204,7.844,5290,62770198,64337744,80477349.71432099,82487092.42112724,101,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring_Fall,0,0,1,0,0,114.12418794678271,0.0
493623,Hichki,2018,3,Friday,hi,3.7506,7.575,153,2000000,25629954,2564189.7677085865,32860032.89682088,116,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Spring_Fall,0,0,1,0,0,0.0,0.0
354279,Charming,2018,3,Monday,en,4.5811,6.388,272,20000000,8751856,25641897.67708586,11220709.801829498,90,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,Spring_Fall,0,0,1,0,0,0.0,258.982793529202
333339,Ready Player One,2018,3,Wednesday,en,13.3481,7.584,16604,175000000,607274134,224366604.6745013,778583060.2984464,140,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spring_Fall,0,0,1,0,0,489.24540639835794,20.238846580625015
447332,A Quiet Place,2018,4,Tuesday,en,11.3729,7.393,15095,17000000,340955294,21795613.025522985,437137038.0604364,91,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,Spring_Fall,0,0,1,0,1,0.0,173.8908968109845
427641,Rampage,2018,4,Wednesday,en,8.5183,6.45,7405,120000000,428028233,153851386.06251517,548772807.6744933,107,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spring_Fall,0,0,1,0,0,571.2947510243282,318.2725005211351
460019,Truth or Dare,2018,4,Thursday,en,4.8547,5.937,4178,3500000,95330493,4487332.093490026,122222737.3506075,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Spring_Fall,0,0,1,0,0,73.13234905806476,0.0
454619,Overboard,2018,4,Friday,en,8.7648,6.646,1457,12000000,91244913,15385138.606251515,116984636.13503008,112,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Spring_Fall,0,0,1,0,0,0.0,310.6681254967446
419743,Disobedience,2018,4,Tuesday,en,9.1506,6.882,1261,6000000,8000000,7692569.303125759,10256759.070834346,114,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Spring_Fall,0,0,1,0,0,0.0,59.21130180577709
299536,Avengers: Infinity War,2018,4,Wednesday,en,35.1102,8.234,31486,300000000,2052415039,384628465.156288,2631390821.0475097,149,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spring_Fall,0,0,1,0,1,0.0,923.3639012655599
383498,Deadpool 2,2018,5,Tuesday,en,13.5324,7.489,18940,110000000,785896632,141030437.22397226,1007594051.12552,120,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,1,131.35939642042672,261.98023631953913
348350,Solo: A Star Wars Story,2018,5,Tuesday,en,9.1072,6.557,9113,250000000,392952373,320523720.9635733,503802227.0217039,135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Summer_Blockbuster,0,0,0,1,0,530.37330779344,0.0
491584,Burning,2018,5,Thursday,ko,3.9124,7.376,1772,7280000,6591038,9333650.754459254,8450336.099089233,148,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Summer_Blockbuster,0,0,0,1,0,0.0,0.0
425148,Show Dogs,2018,5,Friday,en,4.7527,5.959,254,5500000,38830219,7051521.8611986125,49784025.11884177,90,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,526.3850559865064,409.71867850894256
455980,Tag,2018,5,Wednesday,en,4.7145,6.706,3361,28000000,75100000,35898656.74792021,96285325.77745742,100,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,0.0,141.80775724947998
500664,Upgrade,2018,5,Thursday,en,8.1124,7.5,4848,3000000,16976561,3846284.6515628793,21765562.00354032,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Summer_Blockbuster,0,0,0,1,0,0.0,0.0
440471,Escape Plan 2: Hades,2018,6,Tuesday,en,3.8939,5.167,1529,20000000,17592626,25641897.67708586,22555415.78816202,93,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,Summer_Blockbuster,0,0,0,1,1,0.0,291.1472450858612
351286,Jurassic World: Fallen Kingdom,2018,6,Wednesday,en,12.3333,6.533,12551,170000000,1310469037,217956130.25522983,1680145647.7871623,129,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Summer_Blockbuster,0,0,0,1,1,170.6207456675057,1274.012438827021
402900,Ocean's Eight,2018,6,Thursday,en,10.2329,6.963,8679,70000000,297718711,89746641.86980052,381703636.2007949,111,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,973.1458226260268,704.801439491605
493922,Hereditary,2018,6,Thursday,en,11.5622,7.292,8360,10000000,87796204,12820948.83854293,112563063.97022782,128,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Summer_Blockbuster,0,0,0,1,0,0.0,2.611758967203792
500475,SuperFly,2018,6,Wednesday,en,4.0735,6.715,398,16000000,20545116,20513518.14166869,26340788.11179298,107,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,0.0,0.0
260513,Incredibles 2,2018,6,Thursday,en,9.2238,7.453,13498,200000000,1243225667,256418976.77085865,1593933267.137041,118,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,1,830.7755656131501,1076.1691975900264
381237,Office Uprising,2018,6,Tuesday,en,3.7509,5.31,255,2500000,165623,3205237.2096357327,212344.4009485996,88,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,1.095318019079516,0.0
530254,The Witch: Part 1. The Subversion,2018,6,Wednesday,ko,7.226,7.89,701,5500000,24340302,7051521.8611986125,31206576.66566842,126,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Summer_Blockbuster,0,0,0,1,1,0.0,0.0
400535,Sicario: Day of the Soldado,2018,6,Wednesday,en,8.6668,6.94,3928,35000000,75836683,44873320.93490026,97229823.28277984,122,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Summer_Blockbuster,0,0,0,1,1,0.0,207.7327846975089
485296,Redbad,2018,6,Thursday,nl,3.9221,6.3,215,8155000,482806,10455483.77783176,619003.1024941559,160,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,Summer_Blockbuster,0,0,0,1,0,0.0,0.0
400155,Hotel Transylvania 3: Summer Vacation,2018,6,Thursday,en,6.1627,6.853,4643,80000000,528600000,102567590.70834345,677715355.6053793,97,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,1,572.6386307812636,302.3200385648874
442249,The First Purge,2018,7,Wednesday,en,4.2473,6.002,4166,13000000,137056262,16667233.490105812,175719132.31039357,97,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Summer_Blockbuster,0,0,0,1,1,0.0,0.0
363088,Ant-Man and the Wasp,2018,7,Wednesday,en,9.1159,6.906,13996,140000000,622674139,179493283.73960105,798327327.920277,119,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Summer_Blockbuster,0,0,0,1,1,384.1833804241059,322.3743394039317
447200,Skyscraper,2018,7,Wednesday,en,4.4584,6.308,5270,125000000,304870828,160261860.48178664,390873328.8152222,102,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Summer_Blockbuster,0,0,0,1,0,317.0750076912136,331.8313421183915
503346,Occupation,2018,7,Thursday,en,5.4904,4.767,253,6000000,21704,7692569.303125759,27826.58735917358,119,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Summer_Blockbuster,0,0,0,1,1,0.0,0.0
438689,Siberia,2018,7,Friday,en,5.084,4.734,610,2000000,2006704,2564189.7677085865,2572784.931809945,105,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,Summer_Blockbuster,0,0,0,1,0,0.0,282.6131330558748
458423,Mamma Mia! Here We Go Again,2018,7,Wednesday,en,4.7111,7.085,3527,75000000,395607854,96157116.289072,507206805.62597615,114,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Summer_Blockbuster,0,0,0,1,1,0.0,738.2619868949442
345887,The Equalizer 2,2018,7,Thursday,en,10.4621,6.783,5830,62000000,190400157,79489882.79896617,244111067.17475417,121,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Summer_Blockbuster,0,0,0,1,1,189.53721384942247,230.84877347901866
353081,Mission: Impossible - Fallout,2018,7,Wednesday,en,10.0195,7.447,8956,178000000,791658205,228212889.32606417,1014980934.3917732,147,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,1,616.7241706084669,563.6888386780959
420814,Christopher Robin,2018,8,Wednesday,en,5.0391,7.304,2864,75000000,197744377,96157116.289072,253527054.06265453,104,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,0,474.3193695840462,259.4888293003434
518068,Along with the Gods: The Last 49 Days,2018,8,Wednesday,ko,4.7866,8.048,732,18300000,112790210,23462336.374533564,144607751.18985134,141,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Dump_Months,1,0,0,0,1,165.46857823758157,165.46857823758157
505262,My Hero Academia: Two Heroes,2018,8,Friday,ja,3.7307,7.883,1084,12000000,27507549,15385138.606251515,35267287.84027128,96,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,1,0.0,0.0
487558,BlacKkKlansman,2018,8,Thursday,en,4.8852,7.5,7962,15000000,93411426,19231423.2578144,119762311.3681339,136,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,0,87.91420267926328,0.0
345940,The Meg,2018,8,Thursday,en,9.179,6.25,8071,150000000,530517320,192314232.578144,680173541.7680908,113,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Dump_Months,1,0,0,0,1,457.3436532336801,80.23985507280995
455207,Crazy Rich Asians,2018,8,Wednesday,en,5.6154,7.055,3903,30000000,238539198,38462846.51562879,305829885.35450625,121,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Dump_Months,1,0,0,0,0,356.0359503986976,0.0
347375,Mile 22,2018,8,Thursday,en,3.9909,6.2,2359,35000000,66308758,44873320.93490026,85014119.38653243,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Dump_Months,1,0,0,0,0,297.09386911801994,335.9323061201186
399360,Alpha,2018,8,Friday,en,4.7789,6.533,2691,51000000,99630675,65386839.07656895,127735978.69244982,97,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,0,0.0,93.05913767128062
489999,Searching,2018,8,Friday,en,4.6604,7.576,4131,1000000,75462037,1282094.8838542933,96749491.56292336,102,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Dump_Months,1,0,0,0,1,0.0,40.79576480806776
346910,The Predator,2018,9,Wednesday,en,12.4174,5.63,5032,88000000,160542134,112824349.7791778,205830248.6444504,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Dump_Months,1,0,0,0,1,600.5066507973943,0.0
439079,The Nun,2018,9,Wednesday,en,7.6008,5.903,7092,22000000,366082797,28206087.44479445,469352881.10076976,96,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,1,0.0,0.0
458594,Peppermint,2018,9,Thursday,en,3.8701,6.736,2197,25000000,53918723,32052372.09635733,69128918.9022568,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Dump_Months,1,0,0,0,0,145.39046100106629,119.03124714002585
421658,Final Score,2018,9,Friday,en,4.4321,6.086,557,20000000,1472770,25641897.67708586,1888230.8820940875,105,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Dump_Months,1,0,0,0,0,0.0,0.0
463272,Johnny English Strikes Again,2018,9,Thursday,en,5.2852,6.3,2689,25000000,158972570,32052372.09635733,203817918.6701685,88,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,1,0.0,254.93879750679642
484247,A Simple Favor,2018,9,Thursday,en,3.9801,6.642,4517,20000000,97644617,25641897.67708586,125189663.89161192,117,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Dump_Months,1,0,0,0,1,339.49822759236923,252.33170218210316
460885,Mandy,2018,9,Thursday,en,3.8331,6.2,2090,6000000,1653784,7692569.303125759,2120308.005400088,122,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,0,0.0,224.39107150519308
463821,The House with a Clock in Its Walls,2018,9,Saturday,en,4.415,6.2,2266,42000000,131523093,53847985.12188032,168625084.6439924,105,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,Dump_Months,1,0,0,0,0,61.04795437893126,475.8513999348497
507076,Climax,2018,9,Wednesday,fr,5.802,7.05,2293,2900000,1696075,3718075.16317745,2174529.0801331704,97,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,0,5.9852570792217215,0.0
335983,Venom,2018,9,Friday,en,14.3065,6.826,17017,116000000,856085151,148723006.527098,1097582392.24073,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Dump_Months,1,0,0,0,1,149.51886015811587,199.6304069272543
332562,A Star Is Born,2018,10,Wednesday,en,6.705,7.495,12102,36000000,436388866,46155415.81875456,559491932.4695767,136,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,Spring_Fall,0,0,1,0,0,0.0,0.0
398173,The House That Jack Built,2018,10,Thursday,en,4.2191,7.13,2981,9800000,5566776,12564529.861772072,7137135.029162867,152,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,Spring_Fall,0,0,1,0,0,24.33036403437039,0.0
446021,Bad Times at the El Royale,2018,10,Thursday,en,4.3498,6.845,3794,32000000,31882724,41027036.28333738,40876677.323738486,141,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,Spring_Fall,0,0,1,0,0,99.61260582695539,150.9616593320338
369972,First Man,2018,10,Wednesday,en,5.8724,7.043,5562,70000000,105713218,89746641.86980052,135534375.95357358,141,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Spring_Fall,0,0,1,0,0,375.71404340048946,236.70618299328478
451915,Beautiful Boy,2018,10,Friday,en,4.2335,7.549,2803,25000000,31749905,32052372.09635733,40706390.763359845,121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Spring_Fall,0,0,1,0,0,0.0,558.2983029318729
424139,Halloween,2018,10,Thursday,en,5.3556,6.565,4996,10000000,259939869,12820948.83854293,333267576.1546552,106,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Spring_Fall,0,0,1,0,1,151.95982791669877,67.40394426566981
399402,Hunter Killer,2018,10,Friday,en,8.6284,6.898,2333,40000000,31672678,51283795.35417172,40607378.421764426,121,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Spring_Fall,0,0,1,0,0,0.0,247.1343499607707
424694,Bohemian Rhapsody,2018,10,Wednesday,en,10.4373,7.961,17554,52000000,910813521,66668933.960423246,1167749355.4194148,135,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Spring_Fall,0,0,1,0,0,588.283744318345,0.0
446807,The Girl in the Spider's Web,2018,10,Thursday,en,5.4008,6.162,1476,43000000,35164920,55130080.00573461,45084764.02314551,115,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Spring_Fall,0,0,1,0,1,174.9928794076171,0.0
361292,Suspiria,2018,10,Friday,en,4.1215,6.9,2718,20000000,7953089,25641897.67708586,10196614.717737855,152,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Spring_Fall,0,0,1,0,0,56.664497627194855,475.6267335494891
426543,The Nutcracker and the Four Realms,2018,10,Friday,en,3.7797,6.084,2220,120000000,173961069,153851386.06251517,223034596.55472368,99,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Spring_Fall,0,0,1,0,0,198.68027565566194,0.0
438799,Overlord,2018,11,Thursday,en,5.0641,6.731,3051,38000000,41657844,48719605.58646314,53409308.66480026,110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,Holiday_Season,0,1,0,0,0,0.0,0.0
375588,Robin Hood,2018,11,Saturday,en,6.5702,5.907,3103,100000000,86493046,128209488.38542932,110892291.76557404,116,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Holiday_Season,0,1,0,0,0,0.0,388.136855352277
